year,month,day,hour,y_hat,y
2015.0,1.0,18.0,21.0,18136.96,16005.0
2015.0,1.0,18.0,22.0,17458.92,15608.0
2015.0,1.0,18.0,23.0,16730.49,15067.0
2015.0,1.0,19.0,0.0,16406.922,14660.0
2015.0,1.0,19.0,1.0,15854.233,14448.0
2015.0,1.0,19.0,2.0,15558.948,14301.0
2015.0,1.0,19.0,3.0,15444.365,14293.0
2015.0,1.0,19.0,4.0,15437.823,14411.0
2015.0,1.0,19.0,5.0,15679.735,14905.0
2015.0,1.0,19.0,6.0,16308.677,15570.0
2015.0,1.0,19.0,7.0,17321.676,16854.0
2015.0,1.0,19.0,8.0,18108.594,17797.0
2015.0,1.0,19.0,9.0,18394.842,17972.0
2015.0,1.0,19.0,10.0,18598.822,17850.0
2015.0,1.0,19.0,11.0,18783.291,17406.0
2015.0,1.0,19.0,12.0,18740.477,16939.0
2015.0,1.0,19.0,13.0,18610.037,16551.0
2015.0,1.0,19.0,14.0,18462.088,16213.0
2015.0,1.0,19.0,15.0,18167.979,15822.0
2015.0,1.0,19.0,16.0,18003.273,15564.0
2015.0,1.0,19.0,17.0,18177.955,15644.0
2015.0,1.0,19.0,18.0,18812.654,16355.0
2015.0,1.0,19.0,19.0,19341.557,17278.0
2015.0,1.0,19.0,20.0,19162.324,17432.0
2015.0,1.0,19.0,21.0,18947.566,17429.0
2015.0,1.0,19.0,22.0,18513.127,16997.0
2015.0,1.0,19.0,23.0,17810.934,16333.0
2015.0,1.0,20.0,0.0,16736.357,15590.0
2015.0,1.0,20.0,1.0,16268.291,15027.0
2015.0,1.0,20.0,2.0,16114.786,14886.0
2015.0,1.0,20.0,3.0,16116.445,14826.0
2015.0,1.0,20.0,4.0,16251.808,14965.0
2015.0,1.0,20.0,5.0,16647.918,15291.0
2015.0,1.0,20.0,6.0,17549.58,16237.0
2015.0,1.0,20.0,7.0,18970.404,17716.0
2015.0,1.0,20.0,8.0,19796.406,18550.0
2015.0,1.0,20.0,9.0,19658.674,18388.0
2015.0,1.0,20.0,10.0,19332.568,17916.0
2015.0,1.0,20.0,11.0,19011.338,17553.0
2015.0,1.0,20.0,12.0,18578.902,17013.0
2015.0,1.0,20.0,13.0,18249.281,16443.0
2015.0,1.0,20.0,14.0,18068.535,16074.0
2015.0,1.0,20.0,15.0,17788.465,15734.0
2015.0,1.0,20.0,16.0,17689.475,15550.0
2015.0,1.0,20.0,17.0,17958.52,15694.0
2015.0,1.0,20.0,18.0,18637.469,16430.0
2015.0,1.0,20.0,19.0,19346.59,17188.0
2015.0,1.0,20.0,20.0,19418.271,17210.0
2015.0,1.0,20.0,21.0,19407.713,17020.0
2015.0,1.0,20.0,22.0,19032.244,16612.0
2015.0,1.0,20.0,23.0,18267.799,15936.0
2015.0,1.0,21.0,0.0,17638.88,15108.0
2015.0,1.0,21.0,1.0,17110.549,14531.0
2015.0,1.0,21.0,2.0,16875.246,14254.0
2015.0,1.0,21.0,3.0,16809.44,14124.0
2015.0,1.0,21.0,4.0,16873.81,14078.0
2015.0,1.0,21.0,5.0,17200.0,14337.0
2015.0,1.0,21.0,6.0,17997.734,15282.0
2015.0,1.0,21.0,7.0,19274.098,16692.0
2015.0,1.0,21.0,8.0,20058.424,17384.0
2015.0,1.0,21.0,9.0,19994.6,17195.0
2015.0,1.0,21.0,10.0,19847.344,17048.0
2015.0,1.0,21.0,11.0,19721.0,16863.0
2015.0,1.0,21.0,12.0,19443.734,16616.0
2015.0,1.0,21.0,13.0,19221.818,16280.0
2015.0,1.0,21.0,14.0,19026.715,16097.0
2015.0,1.0,21.0,15.0,18867.477,15867.0
2015.0,1.0,21.0,16.0,18816.16,15701.0
2015.0,1.0,21.0,17.0,19136.42,15936.0
2015.0,1.0,21.0,18.0,19892.963,16586.0
2015.0,1.0,21.0,19.0,20637.674,17284.0
2015.0,1.0,21.0,20.0,20685.023,17315.0
2015.0,1.0,21.0,21.0,20552.477,17485.0
2015.0,1.0,21.0,22.0,20067.99,17055.0
2015.0,1.0,21.0,23.0,19242.357,16314.0
2015.0,1.0,22.0,0.0,18508.234,15766.0
2015.0,1.0,22.0,1.0,17994.314,15217.0
2015.0,1.0,22.0,2.0,17794.852,14945.0
2015.0,1.0,22.0,3.0,17746.525,14896.0
2015.0,1.0,22.0,4.0,17824.113,14905.0
2015.0,1.0,22.0,5.0,18160.531,15353.0
2015.0,1.0,22.0,6.0,18946.121,16085.0
2015.0,1.0,22.0,7.0,20169.07,17549.0
2015.0,1.0,22.0,8.0,20820.047,18378.0
2015.0,1.0,22.0,9.0,20602.734,18260.0
